Query,Rank,Term,Pinyin Match,In Notes,Unigram Count,Hamming,Is Substring,Is Relevant
上來歸依三寶,1,開皇三寶錄,0,0,2,6,0,0
上來歸依三寶,2,皈依三寶甘露灌頂典禮,0,0,3,10,0,0
上來歸依三寶,3,佛說嗟韈曩法天子受三歸依獲免惡道經,0,0,3,17,0,0
上來歸依三寶,4,上报四重恩，下济三途苦,0,0,2,10,0,0
上來歸依三寶,5,三皈依,0,0,2,6,0,0
上來歸依三寶,6,佛說最勝妙吉祥根本智最上祕密一切名義三摩地分,0,0,2,22,0,0
上來歸依三寶,7,大佛頂如來放光悉怛多般怛羅大神力都攝一切呪王陀羅尼經大威德最勝金輪三昧呪品,0,0,2,37,0,0
上來歸依三寶,8,一哭二闹三上吊,0,0,2,6,0,0
上來歸依三寶,9,數來寶,0,0,2,5,0,0
上來歸依三寶,10,十數佛法 一心二門捐除真妄 二諦圓融緣起中道 三學增上入如來家 四大皆空示現諸有 五戒受持人天佛國 六波羅蜜自度利他 七菩提分增長智慧 八功德水清涼甘露 九品蓮生花開見佛 十大願王圓滿佛道,0,0,3,94,0,0
趣入,1,佛光禪入門,0,0,1,5,0,0
趣入,2,大乘入楞伽经,0,0,1,6,0,0
趣入,3,锒铛入狱,0,0,1,4,0,0
趣入,4,男怕入错行，女怕嫁错郎,0,0,1,11,0,0
趣入,5,营业收入,0,0,1,4,0,0
趣入,6,相映成趣,0,0,1,4,0,0
趣入,7,體貼入微,0,0,1,4,0,0
趣入,8,調入,0,0,1,1,0,0
趣入,9,金刚顶瑜伽理趣般若经,0,0,1,10,0,0
趣入,10,入不敷出,0,0,1,4,0,0
有以為：佛法在乎修行，聽法有什麼用,1,一切有為法,0,0,3,17,0,0
有以為：佛法在乎修行，聽法有什麼用,2,1 心中要有根 才能開花結果 2. 心中要有願 才能成就事業 3. 心中要有理 才能走遍天下 4. 心中要有德 才能涵容萬物 5. 心中要有道 才能擁有法樂 6. 心中要有佛 才能任運自在,0,0,4,94,0,0
有以為：佛法在乎修行，聽法有什麼用,3,佛法所在，必為第一,0,0,4,17,0,0
有以為：佛法在乎修行，聽法有什麼用,4,佛光会员信条 1.我们礼敬常住三宝，正法永存佛光普照； 2.我们信仰人间佛教，生活美满家庭幸福； 3.我们实践生活修行，随时随地心存恭敬； 4.我们奉行慈悲喜舍，日日行善端正身心； 5.我们尊重会员大众，来时欢迎去时相送； 6.我们具有正知正见，发掘自我般若本性； 7.我们现证法喜安乐，永断烦恼远离无明； 8.我们发愿普度众生，人间净土佛国现前。,0,0,3,174,0,0
有以為：佛法在乎修行，聽法有什麼用,5,佛法在世间，不离世间觉,0,0,3,17,0,0
有以為：佛法在乎修行，聽法有什麼用,6,佛法弘扬本在僧,0,0,3,17,0,0
有以為：佛法在乎修行，聽法有什麼用,7,佛法弘揚本在僧,0,0,3,17,0,0
有以為：佛法在乎修行，聽法有什麼用,8,1. 佛光人要有以众为我的认知 2. 佛光人要有以无为有的思想 3. 佛光人要有以退为进的雅量 4. 佛光人要有以空为乐的观念,0,0,3,63,0,0
有以為：佛法在乎修行，聽法有什麼用,9,佛法在世間，不離世間覺,0,0,3,17,0,0
有以為：佛法在乎修行，聽法有什麼用,10,静地禅坐颐养身心 海边散步开阔胸怀 树下小憩清凉自在 道路行走注意安全 居家团聚天伦之乐 月下沉思反省改过 心中有佛明心见性 人间修行与人为善,0,0,3,71,0,0
豈不見楞嚴會上，阿難尊者『一向多聞，未全道力』，不能免脫摩登伽女之難嗎,1,佛说最上根本大乐金刚不空三昧大教王经,0,0,2,35,0,0
豈不見楞嚴會上，阿難尊者『一向多聞，未全道力』，不能免脫摩登伽女之難嗎,2,見事推諉的人 必然不能成功 凡事承擔的人 定會成就事業,0,0,3,35,0,0
豈不見楞嚴會上，阿難尊者『一向多聞，未全道力』，不能免脫摩登伽女之難嗎,3,佛光會員信條 1.我們禮敬常住三寶，正法永存佛光普照； 2.我們信仰人間佛教，生活美滿家庭幸福； 3.我們實踐生活修行，隨時隨地心存恭敬； 4.我們奉行慈悲喜捨，日日行善端正身心； 5.我們尊重會員大眾，來時歡迎去時相送； 6.我們具有正知正見，發掘自我般若本性； 7.我們現證法喜安樂，永斷煩惱遠離無明； 8.我們發願普度眾生，人間淨土佛國現前。,0,0,3,173,0,0
豈不見楞嚴會上，阿難尊者『一向多聞，未全道力』，不能免脫摩登伽女之難嗎,4,學而不厭，誨人不倦,0,0,2,35,0,0
豈不見楞嚴會上，阿難尊者『一向多聞，未全道力』，不能免脫摩登伽女之難嗎,5,可以意會，不可言傳,0,0,3,35,0,0
豈不見楞嚴會上，阿難尊者『一向多聞，未全道力』，不能免脫摩登伽女之難嗎,6,知彼知己，百战不殆,0,0,2,35,0,0
豈不見楞嚴會上，阿難尊者『一向多聞，未全道力』，不能免脫摩登伽女之難嗎,7,男人不壞，女人不愛,0,0,2,35,0,0
豈不見楞嚴會上，阿難尊者『一向多聞，未全道力』，不能免脫摩登伽女之難嗎,8,寧為玉碎，不為瓦全,0,0,2,35,0,0
豈不見楞嚴會上，阿難尊者『一向多聞，未全道力』，不能免脫摩登伽女之難嗎,9,只可意會，不可言傳,0,0,3,35,0,0
豈不見楞嚴會上，阿難尊者『一向多聞，未全道力』，不能免脫摩登伽女之難嗎,10,心的功用 鬧時練心安靜自在 獨時慎心不可妄為 亂時定心集中精神 怒時忍心沒有差錯 傷時療心恢復健康 勞時專心工作易成 苦時轉心化苦為樂 錯時改心必能成功 迷時悟心回歸正道 妄時真心迷途知返 靜時養心禪修增上 坐時觀心能知得失 立時守心思前想後 行時小心安全第一 言時留心說話謹慎 學時省心容易成就 動時穩心不會冒失 做時用心易達目標 富時捨心推己及人 睡時放心身心安然,0,0,3,184,0,0
遂泛海得得而來,1,來而不往非禮也,0,0,2,7,0,0
遂泛海得得而來,2,亞得里亞海,0,0,2,7,0,0
遂泛海得得而來,3,无一事而不学，无一时而不学，无一处而不得,0,0,2,20,0,0
遂泛海得得而來,4,失而復得,0,0,2,6,0,0
遂泛海得得而來,5,不得其門而入,0,0,2,7,0,0
遂泛海得得而來,6,得而復失,0,0,2,7,0,0
遂泛海得得而來,7,泛泛而談,0,0,2,6,0,0
遂泛海得得而來,8,不得已而為之,0,0,2,7,0,0
遂泛海得得而來,9,迎面而來,0,0,2,7,0,0
遂泛海得得而來,10,識得人我關係處 一花一葉一如來,0,0,2,15,0,0
單傳心印,1,金刚般若波罗蜜经心印疏,0,0,2,11,0,0
單傳心印,2,佛心印,0,0,2,4,0,0
單傳心印,3,心願單,0,0,2,4,0,0
單傳心印,4,傳單,0,0,2,4,0,0
單傳心印,5,傳心術,0,0,2,4,0,0
單傳心印,6,福智印心,0,0,2,4,0,0
單傳心印,7,传心印,0,0,2,4,0,0
單傳心印,8,觀自在菩薩心真言一印念誦法,0,0,2,13,0,0
單傳心印,9,傳單廣,0,0,2,4,0,0
單傳心印,10,天台傳佛心印記,0,0,3,7,0,0
開示迷塗,1,支開,0,0,1,4,0,0
開示迷塗,2,显示晶片,0,0,1,3,0,0
開示迷塗,3,婆藪開士,0,0,1,4,0,0
開示迷塗,4,迷头认影,0,0,1,4,0,0
開示迷塗,5,從零開始,0,0,1,4,0,0
開示迷塗,6,隨堂開示錄 1：教育講習,0,0,2,12,0,0
開示迷塗,7,隨堂開示錄 3：講座論壇,0,0,2,12,0,0
開示迷塗,8,隨堂開示錄 5：對談專訪,0,0,2,12,0,0
開示迷塗,9,财迷心窍,0,0,1,4,0,0
開示迷塗,10,開縣,0,0,1,3,0,0
見性成佛,1,一性皆成,0,0,2,3,0,0
見性成佛,2,华严一乘成佛妙义,0,0,2,8,0,0
見性成佛,3,性得佛性,0,0,2,4,0,0
見性成佛,4,弥勒大成佛经,0,0,2,6,0,0
見性成佛,5,誓不成佛,0,0,2,2,0,0
見性成佛,6,花開見佛,0,0,2,3,0,0
見性成佛,7,1. 重覆的舉止 會變成習慣 2. 定型的習慣 會變成個性 3. 個性的走向 會決定命運 4. 命運的好壞 會決定一生,0,0,2,59,0,0
見性成佛,8,佛教对女性问题的看法,0,0,2,10,0,0
見性成佛,9,1. 佛光人要发挥集体创作的成就 2. 佛光人要坚守非佛不作的信念 3. 佛光人要认同制度领导的精神 4. 佛光人要遵从唯法所依的准则,0,0,2,66,0,0
見性成佛,10,佛说弥勒大成佛经,0,0,2,8,0,0
師住澧州夾山靈泉禪院評唱雪竇顯和尚頌古語要,1,瑞州洞山良价禪師語錄,0,0,3,21,0,0
師住澧州夾山靈泉禪院評唱雪竇顯和尚頌古語要,2,泉州市,0,0,2,21,0,0
師住澧州夾山靈泉禪院評唱雪竇顯和尚頌古語要,3,泉州府志,0,0,2,21,0,0
師住澧州夾山靈泉禪院評唱雪竇顯和尚頌古語要,4,與大師心靈對話,0,0,2,21,0,0
師住澧州夾山靈泉禪院評唱雪竇顯和尚頌古語要,5,山州,0,0,2,21,0,0
師住澧州夾山靈泉禪院評唱雪竇顯和尚頌古語要,6,涼山彞族自治州,0,0,2,21,0,0
師住澧州夾山靈泉禪院評唱雪竇顯和尚頌古語要,7,靈泉院,0,0,2,21,0,0
師住澧州夾山靈泉禪院評唱雪竇顯和尚頌古語要,8,靈鷲山,0,0,2,21,0,0
師住澧州夾山靈泉禪院評唱雪竇顯和尚頌古語要,9,潭州溈山靈祐禪師語錄,0,0,4,21,0,0
師住澧州夾山靈泉禪院評唱雪竇顯和尚頌古語要,10,泉州東西塔,0,0,2,21,0,0
隔山見煙,1,江南煙雨,0,0,1,4,0,0
隔山見煙,2,中山服,0,0,1,3,0,0
隔山見煙,3,霍山,0,0,1,3,0,0
隔山見煙,4,白头山,0,0,1,4,0,0
隔山見煙,5,佛光山,0,0,1,4,0,0
隔山見煙,6,本山,0,0,1,3,0,0
隔山見煙,7,蔚山,0,0,1,3,0,0
隔山見煙,8,寡見少聞,0,0,1,4,0,0
隔山見煙,9,龍山德見,0,0,2,3,0,0
隔山見煙,10,空谷風吹知勁草 滿山葉落見蒼松,0,0,2,15,0,0
早知是火,1,早知今日，悔不当初,0,0,2,7,0,0
早知是火,2,当知心是佛 应以戒为师,0,0,2,10,0,0
早知是火,3,疾風知勁草，烈火見真金,0,0,2,11,0,0
早知是火,4,飽人不知餓人飢,0,0,1,7,0,0
早知是火,5,悟彻我身原是梦 谁知此境亦非真,0,0,2,15,0,0
早知是火,6,早班兒,0,0,1,3,0,0
早知是火,7,尽人皆知,0,0,1,4,0,0
早知是火,8,悟徹我身原是夢 誰知此境亦非真,0,0,2,15,0,0
早知是火,9,早知今日，悔不當初,0,0,2,7,0,0
早知是火,10,世間自然的法則 春花秋月是季節的美景 地水火風是宇宙的條件 江湖河海是大地的活力 人我是非是社會的現象 喜怒哀樂是感受的表情 悲歡離合是自然的狀況 老病死生是生命的循環 善惡報應是因果的法則 貧富貴賤是人生的際遇 福祿壽喜是生存的願望 功成名就是勤奮的成績 瞋恨嫉妒是情緒的惡習 忠孝仁愛是倫理的要素 成住壞空是事物的無常 禮義廉恥是做人的根本 悲智願行是修行的綱目 忍辱持戒是自我的要求 信解行證是行者的次第 慚愧懺悔是內心的淨化 慈悲喜捨是菩薩的心腸,0,0,2,227,0,0
隔牆見角,1,管見,0,0,1,4,0,0
隔牆見角,2,三角铁,0,0,1,4,0,0
隔牆見角,3,外牆,0,0,1,3,0,0
隔牆見角,4,傳見,0,0,1,4,0,0
隔牆見角,5,三角債,0,0,1,4,0,0
隔牆見角,6,隔扇,0,0,1,3,0,0
隔牆見角,7,哈豐角,0,0,1,4,0,0
隔牆見角,8,見結,0,0,1,4,0,0
隔牆見角,9,眼不見，心不煩,0,0,1,6,0,0
隔牆見角,10,所見所聞,0,0,1,4,0,0
是衲僧家尋常茶飯,1,世間自然的法則 春花秋月是季節的美景 地水火風是宇宙的條件 江湖河海是大地的活力 人我是非是社會的現象 喜怒哀樂是感受的表情 悲歡離合是自然的狀況 老病死生是生命的循環 善惡報應是因果的法則 貧富貴賤是人生的際遇 福祿壽喜是生存的願望 功成名就是勤奮的成績 瞋恨嫉妒是情緒的惡習 忠孝仁愛是倫理的要素 成住壞空是事物的無常 禮義廉恥是做人的根本 悲智願行是修行的綱目 忍辱持戒是自我的要求 信解行證是行者的次第 慚愧懺悔是內心的淨化 慈悲喜捨是菩薩的心腸,0,0,2,227,0,0
是衲僧家尋常茶飯,2,平安即是家門福 慈孝可為子孫傳,0,0,2,15,0,0
是衲僧家尋常茶飯,3,鱼以海洋为宅 鸟以山林为园 人以屋舍为家 僧以空无为居,0,0,2,27,0,0
